Datum;dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];dH [mm];
05.02.2024 06:45;-6.0742;-6.0172;-5.8702;-5.4762;-6.7452;-5.5112;-0.2660;-0.5650;-4.6672;-7.5222;-0.5850;-1.3760;0.1810;1.5790;3.7300;1.4010;-0.4560;2.3788;1.3104;3.9178;-2.2252;1.6708;-0.6932;0.2548;-0.3092;-2.2452;-4.7172;-0.0722;-5.1612;-6.0282;-4.4502;-6.4252;0.0000;-5.4272;-5.3892;-5.1222;-6.5612;-4.5822;0.3330;-0.6610;-4.4702;-7.5172;1.3290;0.6390;-0.7810;0.6690;0.9080;-2.4339;-2.6290;-1.0030;3.1221;0.5114;4.1498;-0.5842;1.5338;1.5028;-1.3342;-1.6692;-5.2462;-5.9532;-3.9462;-5.3612;
05.02.2024 06:40;-5.9553;-6.0753;-5.8203;-5.4813;-6.4563;-5.3693;0.0460;-0.1570;-4.5523;-7.3633;-0.3320;-1.0490;0.2990;1.5340;4.0350;1.7840;-0.0814;2.7591;1.6920;4.2957;-1.7123;2.1617;-0.2383;0.6917;-0.4083;-1.7773;-4.6773;-0.0933;-5.1843;-6.0043;-4.6023;-6.1613;0.0000;-5.2203;-5.3373;-4.8953;-6.5233;-4.3053;0.8720;-0.3800;-4.3443;-7.3543;1.8710;1.2950;0.0600;1.1160;1.2930;-2.4068;-2.2870;-0.6230;3.5052;0.8850;4.8287;-0.3153;1.9047;1.8717;-0.3623;-1.3543;-5.0073;-5.7883;-4.2293;-5.3873;
05.02.2024 06:35;-6.2502;-6.2312;-5.9462;-5.5672;-6.7492;-5.6682;0.5750;-0.4970;-4.8342;-7.6762;-0.1880;-0.9250;0.3920;1.6880;4.1870;1.7870;-0.0730;2.7629;1.6957;4.2968;-1.7792;2.0678;-0.3162;0.2668;-0.7312;-2.6182;-5.2112;0.2878;-5.1762;-6.7512;-5.0102;-6.4702;0.0000;-5.4752;-5.4842;-5.1272;-6.7232;-4.5452;0.7450;0.4530;-4.5762;-7.6212;1.9580;1.0700;0.1990;1.2660;1.4780;-2.3931;-2.1990;-0.6160;3.5084;0.8902;4.5378;-0.3642;1.9798;1.6828;-0.7532;-1.6782;-5.2512;-6.0592;-4.4912;-5.6232;
05.02.2024 06:30;-6.9524;-6.8724;-6.5964;-6.2844;-7.4704;-6.4494;-0.2200;-1.4000;-5.5294;-8.2944;-1.0550;-1.7860;-0.9950;0.8690;3.3790;0.9250;-0.9333;1.9002;0.8335;3.4386;-2.4074;1.8186;-1.3194;-0.2624;-1.1934;-2.8424;-5.4254;-0.7234;-6.0454;-7.8344;-5.3924;-7.1724;0.0000;-6.1894;-6.0734;-5.8254;-7.4264;-5.2354;-0.1410;-0.7320;-5.2184;-8.2404;1.0170;0.3850;-0.4610;0.3760;0.5770;-2.4724;-3.0050;-1.4500;2.6467;0.0292;3.6336;-1.2764;1.0696;0.9066;-1.5454;-2.5234;-5.9674;-6.6594;-5.0854;-6.2224;
05.02.2024 06:25;-5.9331;-5.8401;-5.6461;-5.3401;-6.3261;-5.3851;-0.1960;-0.7220;-4.3861;-7.0751;-0.4810;-1.2250;0.0360;1.2030;3.9360;1.7250;-0.1415;2.6994;1.6337;4.2379;-1.9261;2.0899;-0.4851;0.2409;-0.6421;-1.5101;-4.8201;0.2389;-5.2141;-5.7041;-4.6891;-6.1411;0.0000;-5.1931;-5.0771;-4.7951;-6.4151;-4.1071;0.0940;-0.1320;-4.2131;-7.2071;1.5350;0.9980;0.2490;0.9650;1.2460;-2.4194;-2.2150;-0.6430;3.4467;0.8322;4.3199;-0.5091;1.9729;1.5469;-0.9281;-2.2101;-4.9571;-5.1541;-3.5331;-5.2471;
05.02.2024 06:20;-6.2694;-6.2724;-5.9924;-5.6924;-6.6354;-5.7324;-0.0510;-0.2880;-4.8254;-7.5574;-0.3670;-1.1450;0.2000;1.4430;4.0790;1.5260;-0.3423;2.5026;1.4349;4.0456;-1.9084;1.9086;-0.2004;0.5206;-0.8344;-2.2564;-4.9944;0.0506;-5.3994;-5.4534;-5.2984;-6.6164;0.0000;-5.5644;-5.6474;-5.1334;-6.7454;-4.5554;0.5120;-0.0470;-4.6114;-7.5534;1.6250;1.0970;-0.3810;1.0090;1.2390;-2.4077;-2.4470;-0.8010;3.2476;0.6358;4.4316;-0.6164;1.7286;1.8746;-0.7334;-1.8734;-5.4134;-5.9124;-4.2184;-5.6574;
05.02.2024 06:15;-7.0077;-6.9837;-6.8137;-6.4347;-7.4607;-6.6077;0.3650;-0.0320;-5.6307;-8.4707;-0.2260;-1.0050;0.5850;1.3880;4.1890;1.3390;-0.5384;2.3145;1.2479;3.8483;-2.7007;1.5203;-1.0487;-0.2527;-1.2377;-2.4207;-5.7697;-0.3107;-6.2987;-7.0727;-5.7457;-7.2257;0.0000;-6.2327;-6.2897;-5.9217;-7.4667;-5.2897;0.6880;-0.0870;-5.3947;-8.4037;1.7730;1.3050;0.1280;1.1840;1.3680;-2.3954;-2.6090;-1.0450;3.0613;0.4428;3.7223;-1.4777;1.6863;1.3643;-1.4727;-2.3237;-6.0817;-6.4227;-4.9077;-6.2407;
05.02.2024 06:10;-6.3985;-6.3915;-6.2055;-5.8415;-6.8275;-5.7285;0.0860;-0.3710;-5.0275;-7.6255;-0.5500;-1.1960;0.3740;0.9980;3.9410;1.5370;-0.3315;2.5128;1.4455;4.0495;-1.8795;2.0625;-0.1295;0.4755;-0.4345;-2.4465;-5.2115;-0.1565;-5.4375;-6.9155;-4.9995;-6.6725;0.0000;-5.5665;-5.5105;-5.1025;-6.7685;-4.4745;0.2130;-0.8580;-4.6875;-7.7775;1.6250;1.0580;0.0700;0.8590;1.1990;-2.4153;-2.4320;-0.8360;3.2593;0.6514;4.6895;-0.1565;1.8305;1.7855;-0.9355;-2.7885;-5.3835;-5.7765;-4.1595;-5.8475;
05.02.2024 06:05;-6.7251;-6.7021;-6.4551;-6.1561;-7.2011;-6.2351;-0.0020;-1.3640;-5.3851;-7.9721;-0.8490;-1.5090;-0.6030;0.6280;3.6330;1.0820;-0.7887;2.0585;0.9915;3.6009;-2.4221;1.5729;-1.0331;-0.1801;-1.3261;-2.5111;-5.3611;-0.6011;-5.9011;-6.0651;-5.5001;-6.9631;0.0000;-5.9621;-5.9491;-5.5091;-7.1591;-5.0031;0.0950;-1.2940;-5.0301;-8.0791;1.2020;0.6420;-1.3350;0.5400;0.8590;-2.4506;-2.7770;-1.2060;2.8047;0.2282;3.7449;-0.8951;1.3109;1.0699;-1.6521;-2.1631;-5.8271;-6.3981;-4.7461;-6.0381;
05.02.2024 06:00;-6.0206;-6.0356;-5.7896;-5.4456;-6.4786;-5.5016;0.5510;-0.2790;-4.6836;-7.4056;-0.1260;-0.8080;0.3100;1.8790;4.2930;1.4360;-0.4312;2.4118;1.3447;3.9504;-2.3246;1.5814;-0.5696;-0.1666;-1.4816;-2.4926;-5.3056;-0.1596;-5.2566;-5.9466;-4.3066;-6.3066;0.0000;-5.2776;-5.2116;-4.8016;-6.5056;-4.3606;0.8970;0.7310;-4.3226;-7.4566;1.9240;1.2320;0.3090;1.2300;1.5760;-2.3826;-2.4450;-0.8680;3.1580;0.5674;4.2194;-1.1016;1.2664;1.1054;-1.1786;-2.1786;-5.0756;-5.7066;-4.2976;-5.3706;
05.02.2024 05:55;-6.3959;-6.3579;-6.0519;-5.6679;-6.7799;-5.7099;-0.0240;-0.7270;-4.9099;-7.6519;-0.6680;-1.4070;-0.3650;1.2240;3.7560;1.4400;-0.4219;2.4193;1.3494;3.9551;-2.3429;1.9051;-0.3969;0.2491;-0.8129;-2.4459;-5.1229;0.1061;-5.4279;-6.5339;-4.9909;-6.6289;0.0000;-5.5709;-5.5649;-5.1179;-6.7179;-4.5259;0.0460;-0.2840;-4.5909;-7.6429;1.4220;1.0410;-0.4320;0.7490;1.0360;-2.4330;-2.4910;-0.8220;3.1620;0.5724;3.9771;-0.4729;1.9601;1.6961;-0.7989;-1.8859;-5.4019;-6.0649;-4.2469;-5.7189;
05.02.2024 05:50;-5.7670;-5.6810;-5.4570;-5.1250;-6.2250;-5.1990;0.2040;-0.3830;-4.3040;-6.9580;-0.1340;-0.8470;0.1340;1.6710;4.4420;1.9220;0.0559;2.8992;1.8314;4.4430;-1.9530;2.0740;-0.1080;0.2910;-0.8770;-2.0320;-4.8220;0.2960;-4.8210;-6.1530;-4.5160;-5.9900;0.0000;-4.8930;-4.8530;-4.5040;-6.2430;-4.0230;0.7080;-0.4940;-4.0120;-6.9650;1.8670;1.3570;-0.4560;1.3410;1.5990;-2.3741;-1.9940;-0.2900;3.6441;1.0444;4.2690;-0.3850;2.0570;1.8100;-0.6910;-1.4990;-4.6780;-5.3400;-3.9220;-5.0740;
05.02.2024 05:45;-6.7281;-6.6601;-6.4041;-6.0821;-7.1731;-6.1011;-0.1300;-0.8580;-5.2431;-8.0101;-0.6870;-1.3560;-0.3630;0.9040;3.7500;1.3880;-0.4732;2.3651;1.2967;3.9039;-2.5191;1.7239;-0.7211;-0.1201;-1.0831;-2.4421;-5.2901;-0.4661;-5.8531;-7.2151;-5.0811;-6.9031;0.0000;-5.9541;-5.8561;-5.4611;-7.0971;-4.9221;0.0430;-0.9840;-4.9681;-7.9781;1.3140;0.8980;-0.4240;0.7230;1.0570;-2.4339;-2.5900;-0.9340;3.1097;0.5084;3.7999;-0.9241;1.6179;1.4219;-1.1721;-2.4121;-5.7111;-6.2661;-4.6701;-6.0781;
05.02.2024 05:40;-7.0254;-6.9014;-6.6924;-6.3454;-7.4864;-6.4774;-0.1620;-1.4050;-5.6594;-8.3084;-1.0640;-1.7620;-0.3570;0.8900;3.3890;1.0130;-0.8516;1.9881;0.9223;3.5256;-2.9214;1.3896;-1.1054;-0.2734;-1.2354;-2.8604;-5.7134;-0.8364;-6.1304;-7.5534;-5.7694;-7.2814;0.0000;-6.1974;-6.0784;-5.7254;-7.4864;-5.2494;-0.3210;-1.4880;-5.2754;-8.2274;1.0010;0.7450;-0.8730;0.4250;0.7180;-2.4690;-2.9690;-1.2690;2.7351;0.1530;3.4246;-1.0624;1.3626;1.2466;-1.5704;-2.6364;-6.0414;-6.7054;-5.0494;-6.3734;
05.02.2024 05:35;-7.2260;-7.1480;-7.0030;-6.5630;-7.6910;-6.5580;0.0620;-0.8610;-5.6550;-8.5280;-0.6940;-1.2460;-0.0020;1.4490;3.8100;1.2370;-0.6356;2.2142;1.1456;3.7460;-2.6220;1.6480;-0.7440;-0.2000;-0.9680;-2.6260;-5.6720;-0.3670;-6.4590;-7.0080;-5.8010;-7.4650;0.0000;-6.3970;-6.3820;-5.9760;-7.5730;-5.3560;0.2160;-0.7410;-5.4260;-8.3410;1.4210;0.6650;0.0190;0.9130;1.1380;-2.4318;-2.6870;-1.0070;2.9593;0.3744;3.7140;-0.8410;1.5040;1.2530;-1.3760;-2.4900;-6.1410;-6.9260;-5.2600;-6.5370;
05.02.2024 05:30;-6.1080;-6.0090;-5.7380;-5.4460;-6.5520;-5.4950;0.6430;-0.4840;-4.5460;-7.3710;-0.1640;-0.8380;0.0510;1.7210;4.2770;1.8950;0.0284;2.8723;1.8044;4.4130;-1.9360;2.2640;0.0500;0.1630;-0.7450;-1.7940;-5.0200;0.5250;-5.3930;-5.9410;-4.7230;-6.2400;0.0000;-5.2930;-5.3110;-4.7990;-6.4460;-4.1890;0.5080;-0.0530;-4.3360;-7.3990;1.8140;1.1100;0.1530;1.3430;1.5780;-2.3854;-1.9670;-0.3230;3.6176;1.0496;4.3570;-0.2500;2.0120;1.8850;-0.5340;-1.4360;-4.9740;-5.6220;-3.8810;-5.3420;
05.02.2024 05:25;-5.7496;-5.6586;-5.4286;-5.1396;-6.3066;-5.1946;0.4570;-0.2560;-4.2956;-7.1056;-0.2720;-0.8990;0.1630;1.4930;4.1400;1.9560;0.0921;2.9323;1.8655;4.4684;-2.3196;1.9824;-0.2946;0.3994;-0.6366;-2.2706;-4.8066;-0.2226;-4.8696;-5.3276;-4.3996;-5.9766;0.0000;-4.9686;-4.8896;-4.6016;-6.2536;-3.9966;0.7040;-0.1840;-4.0276;-7.1886;1.7740;1.2180;-0.1710;1.2180;1.3870;-2.3894;-1.9060;-0.3090;3.6788;1.0934;4.2644;-0.3396;2.1524;1.9914;-0.8916;-1.5976;-4.7616;-5.3586;-3.3856;-5.0516;
05.02.2024 05:20;-6.9981;-6.7941;-6.5491;-6.1481;-7.3521;-6.2841;0.1110;-0.3440;-5.4401;-8.2121;-0.4990;-1.1260;-0.5400;1.2850;3.9050;1.3690;-0.5064;2.3452;1.2781;3.8809;-2.7221;1.4249;-0.9161;-0.1341;-1.5711;-2.6971;-5.6531;-0.5731;-6.3781;-7.1071;-5.4441;-7.1861;0.0000;-6.1271;-6.0211;-5.5461;-7.2411;-5.0881;0.1890;-0.5140;-5.1131;-8.3711;1.5190;0.9850;-0.4380;1.0280;1.2210;-2.4169;-2.5630;-0.9610;3.0907;0.5108;3.7539;-0.5611;1.0079;1.2379;-1.4771;-2.3021;-5.9981;-6.6101;-4.9451;-6.3321;
05.02.2024 05:15;-6.5927;-6.6297;-6.3247;-5.9027;-7.0197;-5.9157;0.2380;-0.7480;-5.0667;-7.9267;-0.4740;-1.0770;0.2140;1.2850;4.0030;1.7250;-0.1533;2.6999;1.6344;4.2363;-2.5217;1.6833;-0.4777;-0.0177;-1.2217;-2.5657;-5.5037;-0.4527;-5.7777;-6.9067;-5.0517;-6.7967;0.0000;-5.7927;-5.8567;-5.2787;-6.9427;-4.7057;0.2560;-0.4460;-4.8197;-7.9857;1.5110;1.1020;0.0990;1.1330;1.3450;-2.4046;-2.2720;-0.6000;3.4470;0.8564;4.0173;-0.6777;1.5943;1.2803;-1.5817;-2.2707;-5.6177;-6.3367;-4.5247;-5.9327;
05.02.2024 05:10;-6.9620;-6.8990;-6.7370;-6.3020;-7.4850;-6.3730;0.1030;-0.6500;-5.5240;-8.2330;-0.5370;-1.1780;0.1130;1.1770;3.9540;1.4790;-0.3923;2.4559;1.3883;3.9950;-2.8220;1.4620;-0.9410;-0.3030;-1.3950;-2.7550;-5.7220;-0.6210;-6.0400;-6.8670;-5.3950;-7.1890;0.0000;-6.1650;-6.0880;-5.7010;-7.3460;-5.1230;0.1430;-0.2920;-5.2000;-8.3380;1.4630;1.0280;-0.2250;1.0840;1.1900;-2.4143;-2.4770;-0.8590;3.2008;0.6104;3.7290;-0.9500;1.3440;1.1630;-1.5540;-2.4730;-5.9270;-6.7210;-4.9610;-6.2750;
05.02.2024 05:05;-6.7678;-6.6958;-6.5598;-6.0948;-7.2698;-6.2178;0.5180;-0.3390;-5.4098;-7.9688;-0.2070;-0.8310;0.3110;1.8570;4.2710;1.9000;0.0304;2.8783;1.8098;4.4172;-2.2428;2.0812;-0.5208;0.2952;-1.0558;-2.2968;-5.6348;0.1132;-5.8198;-6.7958;-5.6728;-7.0348;0.0000;-5.9588;-5.9168;-5.5048;-7.1458;-5.0028;0.5330;-0.2080;-4.9918;-8.0398;1.7980;1.3500;0.1310;1.3470;1.5650;-2.3778;-2.0270;-0.3470;3.6226;1.0560;4.2542;-0.6568;1.9062;1.8112;-0.9038;-1.6468;-5.8328;-6.0658;-4.6978;-6.0878;
05.02.2024 05:00;-5.8836;-5.8696;-5.5836;-5.2116;-6.3446;-5.3246;0.4960;-0.0110;-4.4736;-7.2046;0.0210;-0.5670;0.4110;1.7680;4.3970;2.3160;0.4460;3.2937;2.2251;4.8244;-1.7166;2.7434;0.3534;0.8554;-0.2746;-1.5066;-4.4376;0.5944;-5.2066;-5.7496;-4.4976;-6.1456;0.0000;-5.0716;-4.9586;-4.6096;-6.2076;-4.0576;1.1070;0.2340;-4.1086;-7.2556;2.1520;1.7020;0.2710;1.7110;1.8420;-2.3537;-1.5900;0.0500;4.0382;1.4530;4.8514;0.0744;2.7304;2.3814;-0.2576;-1.2376;-4.8876;-5.5526;-3.7406;-5.1776;
05.02.2024 04:55;-6.4592;-6.4032;-6.0652;-5.7992;-7.0392;-5.8012;0.5670;-0.4730;-4.8342;-7.7022;-0.3390;-0.9440;0.2630;1.4360;4.1430;1.9700;0.0974;2.9471;1.8790;4.4808;-2.2132;2.2088;-0.2032;0.2648;-0.8022;-2.0822;-5.1502;0.0358;-5.7992;-6.8072;-5.0312;-6.7422;0.0000;-5.6372;-5.5552;-5.2172;-6.9122;-4.5652;0.2640;-0.2280;-4.7062;-7.7862;1.6860;1.3890;-0.1760;1.2280;1.4610;-2.3929;-1.9550;-0.3530;3.6921;1.1096;4.1748;-0.4562;2.1168;1.8108;-1.0082;-1.6342;-5.5562;-6.2882;-4.3442;-5.8142;
05.02.2024 04:50;-6.7187;-6.6707;-6.4507;-6.1137;-7.2487;-6.1657;0.2980;-0.2330;-5.3027;-7.9777;-0.2510;-0.8660;0.3090;1.5530;4.2680;1.9390;0.0606;2.9171;1.8478;4.4513;-2.4967;1.9253;-0.3817;0.1253;-1.0527;-2.0567;-5.2967;-0.3507;-5.9947;-7.0847;-5.2477;-7.0207;0.0000;-5.9037;-5.8307;-5.5027;-7.1077;-4.9227;0.5160;-0.2100;-4.9667;-8.0067;1.7580;1.3130;-0.1240;1.3570;1.5720;-2.3833;-1.9980;-0.3580;3.6614;1.0580;4.0183;-0.5217;1.7843;1.4063;-1.0507;-2.2687;-5.7557;-6.2247;-4.5937;-6.0507;
05.02.2024 04:45;-6.8225;-6.7985;-6.5495;-6.1245;-7.2705;-6.2395;0.0960;-0.8500;-5.4485;-8.1025;-0.4290;-1.1060;-0.2990;1.2440;3.9220;1.6410;-0.2304;2.6191;1.5502;4.1575;-2.7735;1.7915;-0.6625;-0.1095;-1.2225;-2.6275;-5.3125;-0.4515;-6.0985;-7.0915;-5.3175;-7.0465;0.0000;-6.0355;-6.0305;-5.4965;-7.3165;-4.9895;0.3310;-0.4690;-5.0235;-8.0325;1.5050;1.0130;-0.2970;1.0670;1.2450;-2.4169;-2.2240;-0.6300;3.3638;0.7888;4.0485;-0.5965;1.8205;1.4195;-1.2075;-1.7215;-5.7805;-6.3875;-4.6365;-6.1075;
05.02.2024 04:40;-7.1149;-7.0969;-6.9369;-6.5119;-7.6429;-6.5519;0.1660;-0.8050;-5.7639;-8.4939;-0.5960;-1.2830;-0.0480;1.0080;3.8320;1.5540;-0.3240;2.5317;1.4628;4.0641;-2.7249;1.6161;-0.7769;-0.1889;-1.3899;-2.6799;-5.7849;-0.6789;-6.3829;-7.2799;-5.7799;-7.3799;0.0000;-6.3469;-6.3159;-5.8739;-7.5819;-5.3339;0.1590;-0.4530;-5.3909;-8.4579;1.3790;1.0100;-0.2640;0.8470;1.1800;-2.4210;-2.3330;-0.7130;3.2763;0.6930;3.7791;-0.8779;1.5371;1.2831;-1.4969;-2.4089;-6.1439;-6.6799;-4.8979;-6.4379;
05.02.2024 04:35;-7.2876;-7.2886;-7.0496;-6.5966;-7.7356;-6.6996;0.4220;-0.4670;-5.8546;-8.7076;-0.2060;-0.9320;0.2340;1.5620;4.1810;1.8120;-0.0622;2.7910;1.7212;4.3284;-2.6186;1.7294;-0.5026;-0.0506;-1.1286;-2.6536;-5.6846;-0.3276;-6.5306;-7.5426;-5.7926;-7.5016;0.0000;-6.5096;-6.5086;-5.9706;-7.8236;-5.4596;0.4570;-0.2890;-5.5226;-8.6166;1.6920;1.3370;0.0120;1.1680;1.4650;-2.3935;-2.0510;-0.4460;3.5344;0.9542;4.0344;-0.7366;1.7494;1.4984;-1.3286;-2.3216;-6.2746;-6.9636;-5.1146;-6.5696;
05.02.2024 04:30;-6.9474;-6.9074;-6.6324;-6.2434;-7.3634;-6.3394;0.5340;-0.1300;-5.3974;-8.1844;-0.0350;-0.7180;0.5060;1.7600;4.3930;2.0110;0.1373;2.9878;1.9198;4.5216;-2.4794;1.9436;-0.3524;0.0756;-1.1284;-2.2234;-5.4564;-0.3194;-6.0304;-6.8994;-5.3744;-7.1714;0.0000;-6.1914;-6.0554;-5.5964;-7.3104;-5.0404;0.6060;-0.0620;-5.1154;-8.1474;1.8760;1.4840;-0.0480;1.3990;1.6630;-2.3767;-1.9920;-0.3080;3.7329;1.1504;4.0306;-0.6064;1.9966;1.6776;-1.3174;-2.1884;-5.9264;-6.5984;-4.5804;-6.2364;
05.02.2024 04:25;-6.5958;-6.5768;-6.2898;-5.9008;-7.0388;-6.0778;0.5330;-0.1360;-5.0568;-7.9308;0.0250;-0.6850;0.6410;1.7860;4.4050;1.9930;0.1246;2.9683;1.9023;4.5072;-2.4808;1.9822;-0.4398;0.1652;-0.9828;-2.6028;-5.2918;-0.4658;-5.9588;-6.4438;-5.2338;-6.8278;0.0000;-5.8478;-5.7188;-5.3198;-7.0608;-4.7078;0.5240;-0.0730;-4.8008;-7.8978;1.8760;1.5480;0.5050;1.4880;1.7810;-2.3662;-1.8960;-0.2990;3.7151;1.1370;4.1642;-0.4878;2.0352;1.5342;-1.2328;-2.1558;-5.5848;-6.2508;-4.2828;-5.8808;
05.02.2024 04:20;-6.9549;-6.8889;-6.7099;-6.2599;-7.4829;-6.3829;0.4680;-0.5470;-5.4059;-8.3109;-0.1590;-0.8270;0.2090;1.5040;4.2190;1.9140;0.0506;2.8904;1.8225;4.4181;-2.7259;1.7131;-0.5989;-0.0329;-1.2669;-2.5009;-5.5909;-0.4479;-6.2219;-7.0669;-5.5349;-7.1949;0.0000;-6.1809;-6.0699;-5.6429;-7.4099;-5.0709;0.5350;-0.2480;-5.1639;-8.2649;1.6480;1.3470;0.0920;1.3240;1.5500;-2.3869;-2.0870;-0.4090;3.6357;1.0368;4.0111;-0.6669;1.6861;1.4711;-1.3719;-2.3589;-5.9229;-6.4409;-4.6459;-6.2399;
05.02.2024 04:15;-7.5610;-7.5140;-7.2870;-6.8530;-8.0930;-6.9650;0.4770;-0.5100;-6.0340;-8.9120;-0.2290;-0.9320;0.0180;1.4500;4.3270;1.7590;-0.1100;2.7366;1.6682;4.2710;-2.9260;1.3720;-0.8350;-0.4520;-1.8730;-3.0570;-6.1300;-0.7330;-6.7270;-7.6840;-6.0670;-7.8120;0.0000;-6.7630;-6.6700;-6.3060;-7.9380;-5.6570;0.4160;-0.1800;-5.7670;-8.9220;1.6010;1.4880;0.0140;1.2850;1.5640;-2.3861;-2.1590;-0.4880;3.4813;0.9046;3.6200;-0.9550;1.1970;1.0540;-1.7910;-2.1590;-6.4820;-7.0370;-5.1000;-6.8210;
05.02.2024 04:10;-7.1869;-7.1789;-6.9669;-6.5459;-7.7369;-6.7039;0.4230;-0.6120;-5.7809;-8.5599;-0.1830;-0.8620;0.2830;1.6720;4.2990;1.9710;0.1027;2.9469;1.8802;4.4841;-2.8679;1.6761;-0.5559;-0.1429;-1.3669;-2.6319;-5.7229;-0.5859;-6.4519;-7.2969;-5.6639;-7.4539;0.0000;-6.4429;-6.3369;-5.9809;-7.6429;-5.3809;0.4390;-0.4160;-5.4669;-8.5199;1.5620;1.2960;0.1620;1.3180;1.5610;-2.3824;-1.8170;-0.2620;3.6931;1.1074;3.8661;-0.6939;1.7631;1.3911;-1.4979;-2.4809;-6.1949;-6.9169;-5.0079;-6.4939;
05.02.2024 04:05;-7.0190;-7.0120;-6.8350;-6.3200;-7.4320;-6.4510;0.4470;-0.3350;-5.4780;-8.3130;-0.1000;-0.8030;0.4320;1.6000;4.2730;2.0810;0.2264;3.0585;1.9903;4.5960;-2.6440;1.7770;-0.4530;0.1150;-1.2850;-2.2510;-5.5100;-0.4920;-6.2590;-6.9850;-5.5220;-7.2690;0.0000;-6.2770;-6.1820;-5.7260;-7.3340;-5.1470;0.5750;-0.3270;-5.2420;-8.2400;1.6910;1.4800;0.1600;1.3870;1.6440;-2.3766;-1.7460;-0.1710;3.8031;1.2234;3.9080;-0.6500;1.9360;1.4430;-1.2030;-2.2860;-5.9530;-6.6210;-4.6960;-6.3270;
05.02.2024 04:00;-6.8921;-6.9001;-6.6921;-6.2561;-7.4321;-6.4151;0.4520;-0.4180;-5.4541;-8.2281;-0.0580;-0.7030;0.3510;1.8270;4.4900;2.1940;0.3303;3.1718;2.1029;4.7019;-2.6011;1.8789;-0.3641;0.1179;-1.1711;-2.3331;-5.4521;-0.3841;-6.1761;-7.0791;-5.4361;-7.1591;0.0000;-6.1241;-6.0581;-5.7041;-7.3191;-5.1061;0.5830;-0.2940;-5.1501;-8.2041;1.7050;1.4740;0.1220;1.4490;1.7250;-2.3668;-1.6530;-0.0720;3.9164;1.3196;4.0819;-0.5191;2.0589;1.5419;-1.2851;-2.1411;-5.8791;-6.5071;-4.6551;-6.2051;
05.02.2024 03:55;-6.9812;-6.9972;-6.7612;-6.3732;-7.5052;-6.4782;0.5540;-0.4250;-5.5092;-8.3132;0.0160;-0.7380;0.4470;1.6190;4.3340;2.0640;0.1871;3.0416;1.9732;4.5808;-2.6452;1.7458;-0.4692;-0.0612;-1.2262;-2.4322;-5.5482;-0.4322;-6.1782;-7.0612;-5.4862;-7.2362;0.0000;-6.2272;-6.1502;-5.7752;-7.4212;-5.1902;0.6540;-0.4130;-5.2212;-8.2762;1.6870;1.3890;0.3350;1.3240;1.6020;-2.3783;-1.7890;-0.2810;3.7866;1.1956;3.8898;-0.6392;1.8998;1.5838;-1.3022;-2.2952;-5.9552;-6.5592;-4.7422;-6.2892;
05.02.2024 03:50;-7.1475;-7.1385;-6.9155;-6.4695;-7.5955;-6.6125;0.5430;-0.1940;-5.6395;-8.3635;0.0250;-0.6380;0.5550;1.8330;4.5130;2.0900;0.2183;3.0684;1.9996;4.6065;-2.6805;1.7785;-0.3955;0.0205;-1.3605;-2.5645;-5.6035;-0.4085;-6.4115;-7.1545;-5.6355;-7.3845;0.0000;-6.3615;-6.3265;-5.9255;-7.5135;-5.3275;0.6180;-0.0620;-5.3345;-8.4255;1.8030;1.6700;0.1750;1.4830;1.7660;-2.3615;-1.8700;-0.1850;3.8127;1.2224;3.9665;-0.7385;1.8505;1.4405;-1.4265;-2.2175;-6.1045;-6.7995;-4.9295;-6.4915;
05.02.2024 03:45;-7.0038;-6.9188;-6.8388;-6.3598;-7.4778;-6.3878;0.5410;-0.2800;-5.5398;-8.2668;0.0280;-0.6460;0.3190;1.8540;4.5840;2.1440;0.2681;3.1190;2.0525;4.6512;-2.4808;1.8242;-0.4018;0.1032;-1.2348;-2.3648;-5.4528;-0.3718;-6.2208;-7.0168;-5.3908;-7.2418;0.0000;-6.2188;-6.1188;-5.7708;-7.4048;-5.1378;0.6330;-0.2230;-5.1948;-8.2988;1.7230;1.3800;0.1480;1.5170;1.6990;-2.3640;-1.7440;-0.1380;3.8660;1.2520;4.1902;-0.6688;1.9002;1.6022;-1.2948;-2.1518;-5.9688;-6.5548;-4.7758;-6.3198;
